response,reason,week,values
Enough - Wanted,sick_not_covid,5,0.3694061862261012
Enough - Wanted,sick_not_covid,6,0.404282644751624
Enough - Wanted,sick_not_covid,7,0.36102657826386914
Enough - Wanted,sick_not_covid,8,0.35068632439505076
Enough - Wanted,sick_not_covid,9,0.2923576157865458
Enough - Wanted,sick_not_covid,10,0.3436419413101365
Enough - Wanted,sick_not_covid,11,0.3553446674896484
Enough - Wanted,sick_not_covid,12,0.3747396235638081
Enough - Wanted,sick_not_covid,13,0.2947132167886857
Enough - Wanted,sick_not_covid,14,0.2654970873237481
Enough - Wanted,sick_not_covid,15,0.32738022065103883
Enough - Wanted,sick_not_covid,16,0.3489506968391969
Enough - Wanted,sick_not_covid,17,0.3625964082872841
Enough - Wanted,sick_not_covid,18,0.42399789448747255
Enough - Wanted,sick_not_covid,19,0.4377941811596904
Enough - Wanted,sick_not_covid,20,0.30937504675261995
Enough - Wanted,sick_not_covid,21,0.31573471341955966
Enough - Wanted,sick_not_covid,22,0.3303648708430305
Enough - Wanted,sick_not_covid,23,0.3505953338979525
Enough - Wanted,sick_not_covid,24,0.3103534432779545
Enough - Wanted,sick_not_covid,25,0.3046795690646995
Enough - Wanted,sick_not_covid,26,0.31291977260059345
Enough - Wanted,sick_not_covid,27,0.359654582731213
Enough - Not Always Wanted,sick_not_covid,1,0.399490016541285
Enough - Not Always Wanted,sick_not_covid,2,0.3613296027062312
Enough - Not Always Wanted,sick_not_covid,3,0.34598548073957847
Enough - Not Always Wanted,sick_not_covid,4,0.2989081924784827
Enough - Not Always Wanted,sick_not_covid,5,0.3419729429731704
Enough - Not Always Wanted,sick_not_covid,6,0.3105627479890333
Enough - Not Always Wanted,sick_not_covid,7,0.3294132861883202
Enough - Not Always Wanted,sick_not_covid,8,0.2768676233720185
Enough - Not Always Wanted,sick_not_covid,9,0.3631383993589999
Enough - Not Always Wanted,sick_not_covid,10,0.2785063445703032
Enough - Not Always Wanted,sick_not_covid,11,0.4394462694180518
Enough - Not Always Wanted,sick_not_covid,12,0.3189221095736905
Enough - Not Always Wanted,sick_not_covid,13,0.3533490113779745
Enough - Not Always Wanted,sick_not_covid,14,0.4034533436821997
Enough - Not Always Wanted,sick_not_covid,15,0.4601056738942231
Enough - Not Always Wanted,sick_not_covid,16,0.4025182820957006
Enough - Not Always Wanted,sick_not_covid,17,0.3306547529707498
Enough - Not Always Wanted,sick_not_covid,18,0.3890625613708346
Enough - Not Always Wanted,sick_not_covid,19,0.3154915497249742
Enough - Not Always Wanted,sick_not_covid,20,0.41329459126664314
Enough - Not Always Wanted,sick_not_covid,21,0.41039616162306514
Enough - Not Always Wanted,sick_not_covid,22,0.3720777842017152
Enough - Not Always Wanted,sick_not_covid,23,0.3386343950282944
Enough - Not Always Wanted,sick_not_covid,24,0.35724776645944945
Enough - Not Always Wanted,sick_not_covid,25,0.39300705641750133
Enough - Not Always Wanted,sick_not_covid,26,0.432650958973182
Enough - Not Always Wanted,sick_not_covid,27,0.368111376486267
Sometimes Not Enough,sick_not_covid,1,0.20338740871694777
Sometimes Not Enough,sick_not_covid,2,0.1700380695130841
Sometimes Not Enough,sick_not_covid,3,0.14174353762515698
Sometimes Not Enough,sick_not_covid,4,0.14413442829519113
Sometimes Not Enough,sick_not_covid,5,0.13789470405972923
Sometimes Not Enough,sick_not_covid,6,0.10892347284264668
Sometimes Not Enough,sick_not_covid,7,0.1369449819176827
Sometimes Not Enough,sick_not_covid,8,0.15783143069278366
Sometimes Not Enough,sick_not_covid,9,0.1815914258858388
Sometimes Not Enough,sick_not_covid,10,0.1894003169770869
Sometimes Not Enough,sick_not_covid,11,0.15677693707941534
Sometimes Not Enough,sick_not_covid,12,0.1319600306510583
Sometimes Not Enough,sick_not_covid,13,0.17894184898705423
Sometimes Not Enough,sick_not_covid,14,0.17253138207821123
Sometimes Not Enough,sick_not_covid,15,0.16149775074690878
Sometimes Not Enough,sick_not_covid,16,0.1683192413139966
Sometimes Not Enough,sick_not_covid,17,0.1543161793275125
Sometimes Not Enough,sick_not_covid,18,0.13750840055582067
Sometimes Not Enough,sick_not_covid,19,0.14157714456088416
Sometimes Not Enough,sick_not_covid,20,0.2119677600437637
Sometimes Not Enough,sick_not_covid,21,0.19424665163559268
Sometimes Not Enough,sick_not_covid,22,0.14246621115796437
Sometimes Not Enough,sick_not_covid,23,0.1494129962981831
Sometimes Not Enough,sick_not_covid,24,0.19366537374017917
Sometimes Not Enough,sick_not_covid,25,0.24161885193895508
Sometimes Not Enough,sick_not_covid,26,0.1872694722440364
Sometimes Not Enough,sick_not_covid,27,0.14684024212365604
Often Not Enough,sick_not_covid,1,0.04170199312308551
Often Not Enough,sick_not_covid,2,0.0582374213328909
Often Not Enough,sick_not_covid,3,0.04421915820873522
Often Not Enough,sick_not_covid,4,0.03195730196225716
Often Not Enough,sick_not_covid,5,0.07845104015541073
Often Not Enough,sick_not_covid,6,0.04463920558883511
Often Not Enough,sick_not_covid,7,0.05475122678746959
Often Not Enough,sick_not_covid,8,0.06163259559905709
Often Not Enough,sick_not_covid,9,0.06131924431636247
Often Not Enough,sick_not_covid,10,0.03828098794150063
Often Not Enough,sick_not_covid,11,0.03540631175519492
Often Not Enough,sick_not_covid,12,0.04795430317647339
Often Not Enough,sick_not_covid,13,0.0370401502037961
Often Not Enough,sick_not_covid,14,0.04544107748445254
Often Not Enough,sick_not_covid,15,0.03190623020247269
Often Not Enough,sick_not_covid,16,0.06873999748097868
Often Not Enough,sick_not_covid,17,0.05716074212651874
Often Not Enough,sick_not_covid,18,0.04365103542166074
Often Not Enough,sick_not_covid,19,0.04040716911793492
Often Not Enough,sick_not_covid,20,0.04753448635864252
Often Not Enough,sick_not_covid,21,0.0675166663879544
Often Not Enough,sick_not_covid,22,0.04370665963679234
Often Not Enough,sick_not_covid,23,0.02538126696322164
Often Not Enough,sick_not_covid,24,0.04114927571712809
Often Not Enough,sick_not_covid,25,0.0497216770438549
Often Not Enough,sick_not_covid,26,0.04777071482982448
Often Not Enough,sick_not_covid,27,0.04487257131057808
Did not report,sick_not_covid,1,0.00645257881505516
Did not report,sick_not_covid,2,0.1099188686200158
Did not report,sick_not_covid,3,0.12344847578201149
Did not report,sick_not_covid,4,0.14278532406537334
Did not report,sick_not_covid,5,0.07227512658558843
Did not report,sick_not_covid,6,0.1315919288278609
Did not report,sick_not_covid,7,0.11786392684265834
Did not report,sick_not_covid,8,0.15298202594109003
Did not report,sick_not_covid,9,0.10159331465225302
Did not report,sick_not_covid,10,0.15017040920097283
Did not report,sick_not_covid,11,0.01302581425768948
Did not report,sick_not_covid,12,0.1264239330349697
Did not report,sick_not_covid,13,0.13595577264248948
Did not report,sick_not_covid,14,0.11307710943138848
Did not report,sick_not_covid,15,0.01911012450535662
Did not report,sick_not_covid,16,0.01147178227012722
Did not report,sick_not_covid,17,0.09527191728793484
Did not report,sick_not_covid,18,0.00578010816421142
Did not report,sick_not_covid,19,0.06472995543651637
Did not report,sick_not_covid,20,0.01782811557833072
Did not report,sick_not_covid,21,0.01210580693382813
Did not report,sick_not_covid,22,0.1113844741604976
Did not report,sick_not_covid,23,0.13597600781234834
Did not report,sick_not_covid,24,0.0975841408052888
Did not report,sick_not_covid,25,0.01097284553498917
Did not report,sick_not_covid,26,0.01938908135236371
Did not report,sick_not_covid,27,0.08052122734828586
