response,reason,week,values
Enough - Not Always Wanted,covid_symptoms,21,0.3181951536218622
Enough - Not Always Wanted,covid_symptoms,22,0.36386455712827975
Enough - Not Always Wanted,covid_symptoms,23,0.2898494395932741
Enough - Not Always Wanted,covid_symptoms,24,0.3690811176274178
Enough - Not Always Wanted,covid_symptoms,25,0.30364482853457536
Enough - Not Always Wanted,covid_symptoms,26,0.36594142083301895
Enough - Not Always Wanted,covid_symptoms,27,0.3192060882451991
Sometimes Not Enough,covid_symptoms,1,0.13344714473998345
Sometimes Not Enough,covid_symptoms,2,0.29547813001030243
Sometimes Not Enough,covid_symptoms,3,0.18617925990802045
Sometimes Not Enough,covid_symptoms,4,0.3323591700908505
Sometimes Not Enough,covid_symptoms,5,0.2019953827312904
Sometimes Not Enough,covid_symptoms,6,0.13639038303853396
Sometimes Not Enough,covid_symptoms,7,0.16482860674855218
Sometimes Not Enough,covid_symptoms,8,0.2356974054424363
Sometimes Not Enough,covid_symptoms,9,0.22541533922855253
Sometimes Not Enough,covid_symptoms,10,0.19791355239674213
Sometimes Not Enough,covid_symptoms,11,0.2076033434706343
Sometimes Not Enough,covid_symptoms,12,0.32796337225065936
Sometimes Not Enough,covid_symptoms,13,0.2496221224074768
Sometimes Not Enough,covid_symptoms,14,0.2765343974535262
Sometimes Not Enough,covid_symptoms,15,0.19219715320503689
Sometimes Not Enough,covid_symptoms,16,0.16845518357561295
Sometimes Not Enough,covid_symptoms,17,0.2073281812731033
Sometimes Not Enough,covid_symptoms,18,0.22427862386533057
Sometimes Not Enough,covid_symptoms,19,0.1908320980325109
Sometimes Not Enough,covid_symptoms,20,0.2300824037911266
Sometimes Not Enough,covid_symptoms,21,0.1446589540643677
Sometimes Not Enough,covid_symptoms,22,0.19691601248749735
Sometimes Not Enough,covid_symptoms,23,0.12733587429311574
Sometimes Not Enough,covid_symptoms,24,0.29640236138762693
Sometimes Not Enough,covid_symptoms,25,0.16953383223655016
Sometimes Not Enough,covid_symptoms,26,0.2724191509249464
Sometimes Not Enough,covid_symptoms,27,0.14984170873047684
Often Not Enough,covid_symptoms,1,0.02267579628921033
Often Not Enough,covid_symptoms,2,0.06383195406623222
Often Not Enough,covid_symptoms,3,0.05523518795287945
Often Not Enough,covid_symptoms,4,0.07707514630308297
Often Not Enough,covid_symptoms,5,0.08051667309540261
Often Not Enough,covid_symptoms,6,0.04777461369617643
Often Not Enough,covid_symptoms,7,0.02491428815014645
Often Not Enough,covid_symptoms,8,0.08177071155122118
Often Not Enough,covid_symptoms,9,0.04433123731171922
Often Not Enough,covid_symptoms,10,0.10337836001413311
Often Not Enough,covid_symptoms,11,0.21875829708053088
Often Not Enough,covid_symptoms,12,0.08991997436550517
Often Not Enough,covid_symptoms,13,0.06337798133203244
Often Not Enough,covid_symptoms,14,0.06169304882455122
Often Not Enough,covid_symptoms,15,0.08441493535908194
Often Not Enough,covid_symptoms,16,0.03903421311788656
Often Not Enough,covid_symptoms,17,0.04355040683956193
Often Not Enough,covid_symptoms,18,0.06413878352110816
Often Not Enough,covid_symptoms,19,0.02559471125839485
Often Not Enough,covid_symptoms,20,0.03296277145811789
Often Not Enough,covid_symptoms,21,0.07347307526512732
Often Not Enough,covid_symptoms,22,0.04067529475949444
Often Not Enough,covid_symptoms,23,0.09632828695704757
Often Not Enough,covid_symptoms,24,0.04638885309769334
Often Not Enough,covid_symptoms,25,0.07058601579053018
Often Not Enough,covid_symptoms,26,0.066757623961395507
Often Not Enough,covid_symptoms,27,0.09840165608965244
Did not report,covid_symptoms,1,0.25680860751453255
Did not report,covid_symptoms,2,0.01591680048235937
Did not report,covid_symptoms,3,0.17883984023304153
Did not report,covid_symptoms,4,0.01560154904944398
Did not report,covid_symptoms,5,0.14001060092501116
Did not report,covid_symptoms,6,0.180715224488216
Did not report,covid_symptoms,7,0.19020418602668485
Did not report,covid_symptoms,8,0.02451331014673818
Did not report,covid_symptoms,9,0.20530904279989964
Did not report,covid_symptoms,10,0.00330860036782359
Did not report,covid_symptoms,11,0.02156266433275843
Did not report,covid_symptoms,12,0.03471063968471762
Did not report,covid_symptoms,13,0.00585056538032533
Did not report,covid_symptoms,14,0.02049097532524237
Did not report,covid_symptoms,15,0.16926371665606862
Did not report,covid_symptoms,16,0.19734235492210633
Did not report,covid_symptoms,17,0.17048767679679885
Did not report,covid_symptoms,18,0.0546146370001321
Did not report,covid_symptoms,19,0.05782801785569821
Did not report,covid_symptoms,20,0.1915147689280228
Did not report,covid_symptoms,21,0.2256073859658599
Did not report,covid_symptoms,22,0.18348841673486296
Did not report,covid_symptoms,23,0.19174998949857663
Did not report,covid_symptoms,24,0.00650683935110331
Did not report,covid_symptoms,25,0.18135138641528395
Did not report,covid_symptoms,26,0.02939840373027569
Did not report,covid_symptoms,27,0.17170138366562207
Enough - Wanted,covid_other,1,0.266559972864419
Enough - Wanted,covid_other,2,0.23485518752175796
Enough - Wanted,covid_other,3,0.1795347484366207
Enough - Wanted,covid_other,4,0.2317029694529588
Enough - Wanted,covid_other,5,0.3586543014081429
Enough - Wanted,covid_other,6,0.2613968446783195
Enough - Wanted,covid_other,7,0.2202762527371394
Enough - Wanted,covid_other,8,0.15751505993481368
Enough - Wanted,covid_other,9,0.10294607675481766
Enough - Wanted,covid_other,10,0.3121495418880302
Enough - Wanted,covid_other,11,0.14975854636728236
Enough - Wanted,covid_other,12,0.09617497655742135
Enough - Wanted,covid_other,13,0.5525772381278479
Enough - Wanted,covid_other,14,0.1729804532087874
Enough - Wanted,covid_other,15,0.30694222652881675
Enough - Wanted,covid_other,16,0.3594199202448298
Enough - Wanted,covid_other,17,0.4020166534362491
Enough - Wanted,covid_other,18,0.30005697714961177
Enough - Wanted,covid_other,19,0.18067038122204196
Enough - Wanted,covid_other,20,0.21236532802697325
Enough - Wanted,covid_other,21,0.1813840591485213
Enough - Wanted,covid_other,22,0.24490877821591675
Enough - Wanted,covid_other,23,0.3793539702540902
Enough - Wanted,covid_other,24,0.25992037467112117
Enough - Wanted,covid_other,25,0.13907996196550282
Enough - Wanted,covid_other,26,0.2146981698008154
Enough - Wanted,covid_other,27,0.2798779669218366
Enough - Not Always Wanted,covid_other,1,0.34733947473268223
Enough - Not Always Wanted,covid_other,2,0.27312711742080104
Enough - Not Always Wanted,covid_other,3,0.35702714494375626
Enough - Not Always Wanted,covid_other,4,0.3605290997089835
Enough - Not Always Wanted,covid_other,5,0.3699876501925312
Enough - Not Always Wanted,covid_other,6,0.2812517735616104
Enough - Not Always Wanted,covid_other,7,0.2707725080130748
Enough - Not Always Wanted,covid_other,8,0.6489168366344349
Enough - Not Always Wanted,covid_other,9,0.5238350795272465
Enough - Not Always Wanted,covid_other,10,0.2583397982932506
Enough - Not Always Wanted,covid_other,11,0.19424603715930483
Enough - Not Always Wanted,covid_other,12,0.34804319187247235
Enough - Not Always Wanted,covid_other,13,0.12050859957331368
Enough - Not Always Wanted,covid_other,14,0.25919665137245435
Enough - Not Always Wanted,covid_other,15,0.41996526350586727
Enough - Not Always Wanted,covid_other,16,0.3189240780240502
Enough - Not Always Wanted,covid_other,17,0.21204925093316668
Enough - Not Always Wanted,covid_other,18,0.21991585240367031
Enough - Not Always Wanted,covid_other,19,0.45736047655367273
Enough - Not Always Wanted,covid_other,20,0.2947158248225489
Enough - Not Always Wanted,covid_other,21,0.4460533799155021
Enough - Not Always Wanted,covid_other,22,0.14941319001043113
Enough - Not Always Wanted,covid_other,23,0.3686230750934936
Enough - Not Always Wanted,covid_other,24,0.17111730076307607
Enough - Not Always Wanted,covid_other,25,0.29778446634358313
Enough - Not Always Wanted,covid_other,26,0.3821730696697021
Enough - Not Always Wanted,covid_other,27,0.3349477538507839
Sometimes Not Enough,covid_other,1,0.0976315591114174
Sometimes Not Enough,covid_other,2,0.3674917001350055
Sometimes Not Enough,covid_other,3,0.249257987619427
Sometimes Not Enough,covid_other,4,0.2041377813772713
Sometimes Not Enough,covid_other,5,0.10578123292796388
Sometimes Not Enough,covid_other,6,0.1565324319076802
Sometimes Not Enough,covid_other,7,0.21623004665037607
Sometimes Not Enough,covid_other,8,0.1821394932814734
Sometimes Not Enough,covid_other,9,0.18681177286978823
Sometimes Not Enough,covid_other,10,0.37692844025886024
Sometimes Not Enough,covid_other,11,0.47763348157040353
Sometimes Not Enough,covid_other,12,0.10639479028240398
Sometimes Not Enough,covid_other,13,0.26009560934495746
Sometimes Not Enough,covid_other,14,0.2676846823239667
Sometimes Not Enough,covid_other,15,0.1868634484978128
Sometimes Not Enough,covid_other,16,0.22086463260069863
Sometimes Not Enough,covid_other,17,0.134343912037428
Sometimes Not Enough,covid_other,18,0.13321066238062437
Sometimes Not Enough,covid_other,19,0.14661697341849048
Sometimes Not Enough,covid_other,20,0.335174005141944
Sometimes Not Enough,covid_other,21,0.1828851153721157
Sometimes Not Enough,covid_other,22,0.0675669565244508
Sometimes Not Enough,covid_other,23,0.1797330054097274
Sometimes Not Enough,covid_other,24,0.29165477173300824
Sometimes Not Enough,covid_other,25,0.2871943267627852
Sometimes Not Enough,covid_other,26,0.1990759200387952
Sometimes Not Enough,covid_other,27,0.28590733334415186
Often Not Enough,covid_other,1,0.15436053711221423
Often Not Enough,covid_other,2,0.10161582026440696
Often Not Enough,covid_other,3,0.08951950983553693
Often Not Enough,covid_other,4,0.1849233320803996
Often Not Enough,covid_other,5,0.076944598035288
Often Not Enough,covid_other,6,0.0643460598306342
Often Not Enough,covid_other,7,0.20123131604836408
Often Not Enough,covid_other,8,0.01032003632002276
Often Not Enough,covid_other,9,0.07162016075908023
Often Not Enough,covid_other,10,0.03786666142923078
Often Not Enough,covid_other,11,0.14523504215207486
Often Not Enough,covid_other,12,0.27678350562909526
Often Not Enough,covid_other,13,0.05932520346616798
Often Not Enough,covid_other,14,0.1492358888198109
Often Not Enough,covid_other,15,0.06246097391614617
Often Not Enough,covid_other,16,0.0653497789730749
Often Not Enough,covid_other,17,0.07704156603104363
Often Not Enough,covid_other,18,0.10457645568113208
Often Not Enough,covid_other,19,0.16938790436089596
Often Not Enough,covid_other,20,0.05582320091082004
Often Not Enough,covid_other,21,0.07748821904452388
Often Not Enough,covid_other,22,0.03399241286725324
Often Not Enough,covid_other,23,0.05340903915347128
Often Not Enough,covid_other,24,0.0574833921007353
Often Not Enough,covid_other,25,0.2685448417527806
Often Not Enough,covid_other,26,0.08863264902922212
Often Not Enough,covid_other,27,0.02891499434239779
Did not report,covid_other,1,0.13410845617926712
Did not report,covid_other,2,0.02291017465802858
Did not report,covid_other,3,0.1246606091646591
Did not report,covid_other,4,0.01870681738038681
Did not report,covid_other,5,0.08863221743607402
Did not report,covid_other,6,0.2364728900217557
Did not report,covid_other,7,0.09148987655104568
Did not report,covid_other,8,0.00110857382925523
Did not report,covid_other,9,0.11478691008906744
Did not report,covid_other,10,0.01471555813062819
Did not report,covid_other,11,0.03312689275093444
Did not report,covid_other,12,0.17260353565860703
Did not report,covid_other,13,0.00749334948771301
Did not report,covid_other,14,0.15090232427498068
Did not report,covid_other,15,0.02376808755135701
Did not report,covid_other,16,0.03544159015734644
Did not report,covid_other,17,0.1745486175621126
Did not report,covid_other,18,0.24224005238496144
Did not report,covid_other,19,0.04596426444489885
Did not report,covid_other,20,0.10192164109771384
Did not report,covid_other,21,0.11218922651933702
Did not report,covid_other,22,0.504118662381948
Did not report,covid_other,23,0.01888091008921749
Did not report,covid_other,24,0.21982416073205924
Did not report,covid_other,25,0.00739640317534822
Did not report,covid_other,26,0.11542019146146525
Did not report,covid_other,27,0.07035195154082989
Enough - Wanted,children,1,0.34530876378517905
Enough - Wanted,children,2,0.42397030800463315
Enough - Wanted,children,3,0.3103613592115799
Enough - Wanted,children,4,0.45369060293153834
Enough - Wanted,children,5,0.4132366472296337
Enough - Wanted,children,6,0.416160371670992
Enough - Wanted,children,7,0.35165313057918457
Enough - Wanted,children,8,0.3649516994724968
Enough - Wanted,children,9,0.500696356785128
Enough - Wanted,children,10,0.2926872398353299
Enough - Wanted,children,11,0.3278299825495966
Enough - Wanted,children,12,0.4023145574125278
Enough - Wanted,children,13,0.3727521525949693
Enough - Wanted,children,14,0.30727585933740603
Enough - Wanted,children,15,0.3270620562835797
Enough - Wanted,children,16,0.30434426207111376
Enough - Wanted,children,17,0.5244484304412647
Enough - Wanted,children,18,0.3796459255061568
Enough - Wanted,children,19,0.523021875875417
Enough - Wanted,children,20,0.3380319515829122
Enough - Wanted,children,21,0.3364721639075429
Enough - Wanted,children,22,0.32532933093176425
Enough - Wanted,children,23,0.33645954235342557
Enough - Wanted,children,24,0.3999348563961481
Enough - Wanted,children,25,0.3659972357000309
Enough - Wanted,children,26,0.34271527869630264
Enough - Wanted,children,27,0.35378026893320635
Enough - Not Always Wanted,children,1,0.2816625313339433
Enough - Not Always Wanted,children,2,0.23958116241062025
Enough - Not Always Wanted,children,3,0.4311960046632626
Enough - Not Always Wanted,children,4,0.2512572894193796
Enough - Not Always Wanted,children,5,0.23086119622709936
Enough - Not Always Wanted,children,6,0.2603514462615765
Enough - Not Always Wanted,children,7,0.3098223793034252
Enough - Not Always Wanted,children,8,0.2772734437119614
Enough - Not Always Wanted,children,9,0.2538579460142035
Enough - Not Always Wanted,children,10,0.4233966489458188
Enough - Not Always Wanted,children,11,0.3199153482957278
Enough - Not Always Wanted,children,12,0.2741222898207069
Enough - Not Always Wanted,children,13,0.2902052008663885
Enough - Not Always Wanted,children,14,0.28702395492062516
Enough - Not Always Wanted,children,15,0.463290361907179
Enough - Not Always Wanted,children,16,0.3493442138943733
Enough - Not Always Wanted,children,17,0.25916660973392264
Enough - Not Always Wanted,children,18,0.40796289315677753
Enough - Not Always Wanted,children,19,0.25073273924440653
Enough - Not Always Wanted,children,20,0.4123498627670674
Enough - Not Always Wanted,children,21,0.44163826839449216
Enough - Not Always Wanted,children,22,0.425287516469149
Enough - Not Always Wanted,children,23,0.42851187202321744
Enough - Not Always Wanted,children,24,0.2649216870616143
Enough - Not Always Wanted,children,25,0.42297658184594566
Enough - Not Always Wanted,children,26,0.30683112865348816
Enough - Not Always Wanted,children,27,0.4035667955551267
Sometimes Not Enough,children,1,0.176701866569114
Sometimes Not Enough,children,2,0.09425188100506628
Sometimes Not Enough,children,3,0.21534600288144823
Sometimes Not Enough,children,4,0.10896046651092674
Sometimes Not Enough,children,5,0.11118287246300326
Sometimes Not Enough,children,6,0.09392898451357976
Sometimes Not Enough,children,7,0.12328400131100216
Sometimes Not Enough,children,8,0.15658331352446803
Sometimes Not Enough,children,9,0.09719821988713824
Sometimes Not Enough,children,10,0.16635520171173446
Sometimes Not Enough,children,11,0.1759859493392251
Sometimes Not Enough,children,12,0.12152053370669608
Sometimes Not Enough,children,13,0.1376115659373687
Sometimes Not Enough,children,14,0.1637145623764162
Sometimes Not Enough,children,15,0.15745942112073166
Sometimes Not Enough,children,16,0.16737333076582467
Sometimes Not Enough,children,17,0.07738509990654573
Sometimes Not Enough,children,18,0.15758665272928857
Sometimes Not Enough,children,19,0.08764929123949178
Sometimes Not Enough,children,20,0.2042267070305534
Sometimes Not Enough,children,21,0.16881665731307618
Sometimes Not Enough,children,22,0.19571538684143225
Sometimes Not Enough,children,23,0.18840713076725857
Sometimes Not Enough,children,24,0.1344443159824877
Sometimes Not Enough,children,25,0.14782273031714463
Sometimes Not Enough,children,26,0.15873973806909006
Sometimes Not Enough,children,27,0.18074514403406977
Often Not Enough,children,1,0.03302121354730126
Often Not Enough,children,2,0.03572394304605885
Often Not Enough,children,3,0.02680779605571769
Often Not Enough,children,4,0.0170633358753878
Often Not Enough,children,5,0.0244051040029809
Often Not Enough,children,6,0.02569804000577997
Often Not Enough,children,7,0.0389461623189725
Often Not Enough,children,8,0.03995709752176679
Often Not Enough,children,9,0.02728480319154053
Often Not Enough,children,10,0.07218586841582915
Often Not Enough,children,11,0.04102987234954886
Often Not Enough,children,12,0.02593939186975559
Often Not Enough,children,13,0.03720846016423381
Often Not Enough,children,14,0.03451351633007515
Often Not Enough,children,15,0.03212022519776751
Often Not Enough,children,16,0.05032038970524895
Often Not Enough,children,17,0.04363464436908582
Often Not Enough,children,18,0.03988895056810585
Often Not Enough,children,19,0.02582006276248203
Often Not Enough,children,20,0.02721182384142706
Often Not Enough,children,21,0.02689131305866563
Often Not Enough,children,22,0.02882683607689697
Often Not Enough,children,23,0.01475891053348837
Often Not Enough,children,24,0.04541422805945418
Often Not Enough,children,25,0.04365991952512667
Often Not Enough,children,26,0.03990796173018911
Often Not Enough,children,27,0.04396722416534507
Did not report,children,1,0.16330562476446236
Did not report,children,2,0.20647270553362143
Did not report,children,3,0.01628883718799159
Did not report,children,4,0.16902830526276758
Did not report,children,5,0.2203141800772827
Did not report,children,6,0.20386115754807177
Did not report,children,7,0.17629432648741558
Did not report,children,8,0.16123444576930693
Did not report,children,9,0.12096267412198967
Did not report,children,10,0.0453750410912877
Did not report,children,11,0.13523884746590165
Did not report,children,12,0.17610322719031363
Did not report,children,13,0.16222262043703972
Did not report,children,14,0.20747210703547744
Did not report,children,15,0.02006793549074214
Did not report,children,16,0.12861780356343935
Did not report,children,17,0.0953652155491811
Did not report,children,18,0.0149155780396712
Did not report,children,19,0.1127760308782026
Did not report,children,20,0.01817965477803991
Did not report,children,21,0.02618159732622312
Did not report,children,22,0.02484092968075755
Did not report,children,23,0.03186254432261009
Did not report,children,24,0.15528491250029575
Did not report,children,25,0.01954353261175219
Did not report,children,26,0.15180589285093005
Did not report,children,27,0.01794056731225206
Enough - Wanted,sick_not_covid,1,0.34896800280362655
Enough - Wanted,sick_not_covid,2,0.30047603782777804
Enough - Wanted,sick_not_covid,3,0.3446033476445179
Enough - Wanted,sick_not_covid,4,0.3822147531986957
